SMILES,num_atoms,U0,gap
CCCCC(=O)CO,20,-386.16705,0.2429
CC(=O)C#CC#C,11,-306.08002,0.1837
CNC1=NOC=N1,12,-356.69263,0.2215
COC1=NOC=C1,12,-360.49774,0.25
O=CCC1CC(=O)N1,15,-399.82864,0.2172
C1CC2=C(N1)N=CN2,15,-358.8678,0.2079
CC1CCC=C1C,19,-273.8121,0.2598
O=C1COC1C#C,11,-343.20258,0.2149
CCCCC(=O)C#N,17,-363.89447,0.2112
C1OCC=CCO1,15,-345.64185,0.263
CCOC(=O)C(C)O,18,-422.11963,0.2702
CN1C(C)(C)C1(C)C,23,-330.3123,0.2893
CC#CCC#N,11,-248.14386,0.2899
CCN1C=CC(O)=C1,17,-363.89365,0.2309
CC1CC1(C)CC#C,20,-311.83203,0.3101
OCC1OC1C#C,13,-344.38528,0.2776
O=C1C=COC=N1,10,-359.35458,0.2076
OC1C2CCC1O2,15,-345.62994,0.3113
CC1=NC=NO1,10,-301.35928,0.2639
CNCC(O)C#N,15,-341.829,0.2804
CCC(CC=O)C#C,18,-347.78525,0.2242
CNC1=NC=C(C)O1,16,-379.96252,0.2269
C#CC1(CO1)C#N,10,-322.1156,0.2617
NC1=NC=NC(N)=N1,13,-391.04953,0.2279
N#CC1OC1C#N,9,-338.21722,0.2853
CC1CC2(C)CC1C2,22,-313.076,0.3732
CC1C(O)C1(C)C#C,18,-347.75763,0.2861
ON=C1CCC1O,14,-361.65225,0.2483
CC1CCC1(O)CO,20,-386.13016,0.3081
CC1(O)COC1C#N,15,-399.78775,0.2702
CC(C)C1CC(=N)O1,19,-365.07498,0.2886
CC1C2CN2C1=O,14,-324.55817,0.2338
OC1=C(O)N=CN1,11,-376.59967,0.2198
O=CNC1=CNC=C1,14,-378.78125,0.2149
O=C1N=CC=NC=N1,11,-393.5958,0.1481
NC1=CC(=N)NC1=O,13,-394.8466,0.1683
OCC#CCC#N,12,-323.34546,0.2777
C#CCC1CCC1,17,-272.5416,0.3124
C1C2CCCOC12,17,-309.70587,0.3058
C#CCCCC#C,15,-271.31894,0.297
CC1=NC(O)=NO1,11,-376.58704,0.2448
CN1C=NC(CO)=C1,16,-379.95093,0.2491
CC1(C)CC(=O)O1,15,-345.69876,0.2846
CC1(COCO1)C#C,16,-383.70294,0.2915
N=COC(C=O)C#N,12,-414.65283,0.2289
NC1=NC(O)=C(N)N1,14,-412.07153,0.2267
O=C1OC=CN=C1,10,-359.3514,0.1722
CC1COC1C,16,-271.621,0.3248
CC1CC1C,15,-196.40642,0.3573
CC#CCC(=O)C#C,14,-345.3572,0.192
OC1C(O)C1O,12,-343.46832,0.3058
OC1C2C3CC2C13,15,-308.43488,0.323
OC1=CC=NC=C1O,13,-398.6601,0.2225
CN=C(C)OC(C)=O,17,-401.0416,0.2582
CCC(C)N(C)C=O,21,-366.29852,0.2725
CC1(C)OCOC1=O,16,-420.9256,0.2741
COCC(F)(F)F,12,-492.00888,0.3493
OC1CC1C#N,11,-285.28445,0.3029
CNC(C)(CO)C#N,18,-381.11768,0.2665
CC1=CNC(N)=C1O,16,-379.95053,0.2366
OCCCC(=O)CO,18,-422.07635,0.2356
CC1(C)CC2CC2C1,22,-313.07892,0.3446
COC(C)CC(N)=O,19,-402.23254,0.2736
CC12CC(CC1O)O2,18,-384.92517,0.3122
CC1=CNC(C)=C1N,18,-344.02704,0.2396
OC1=CC=C(N1)C#C,13,-361.46817,0.1932
CN1CCOC1=O,14,-361.76443,0.3025
CNC1=CNC(N)=C1,17,-360.06094,0.2231
COC1C(O)C1(C)C,20,-386.11365,0.3012
CC(C)CC#CC#C,18,-310.62924,0.2305
CC(O)C(=O)CC#C,16,-383.72412,0.2267
CCCC(=O)OC=N,17,-401.04257,0.2536
CC(C)(C#C)CC#N,17,-326.71774,0.2964
NC1=CN=C(N1)C#C,13,-357.64474,0.1891
CCC(C)(O)CCO,22,-387.3429,0.3204
OCCC(CO)C#C,18,-384.89325,0.3046
C#CCC1=NC=CO1,13,-361.45816,0.244
COC1C2CC1(O)C2,18,-384.87976,0.3359
OC12CC(C1)C2,14,-270.38272,0.3397
CC1=NN=C(C)N1,14,-320.79523,0.2641
OC(COC=O)C#C,14,-419.65106,0.2843
COCC(=O)C#N,12,-360.5107,0.1998
CC1=CC(C)=NC=C1,17,-326.80396,0.2293
OCC1=C(O)C=CN1,15,-399.82288,0.2243
CC1CCC1(C)O,19,-310.91882,0.3273
CC1=CC(O)C(=O)C1,16,-383.77252,0.2214
NC(CC#N)CC#N,15,-358.8672,0.2722
CCC(C)(C)C#N,18,-289.87152,0.3551
COCC(C)(O)CO,20,-423.26196,0.3188
CC1=C(C)C(N)=CN1,18,-344.0273,0.2267
CNC(=O)C#CC,14,-324.58484,0.2354
CC1=NNC=N1,11,-281.50473,0.27
CCC#CC1CN1,16,-288.58963,0.2665
CC1=C(C)CC(=O)C1,18,-347.85544,0.2221
O=C(C#N)C(=O)C#N,8,-412.267,0.155
O=CC1(CCC1)C#C,16,-346.56836,0.2206
CN(CC=O)C(N)=O,16,-417.0981,0.2108
CC(C)NC(C)=O,18,-327.0265,0.2786
O=CC1=NC=NC=N1,11,-393.62704,0.169
CC12CCCC1(C)O2,20,-349.02478,0.3333
CC(C#N)C#CC=O,13,-361.4495,0.2031
CC(C)(C)CCO,21,-312.1256,0.334
OCCC1(O)CC1,17,-346.82867,0.3023
O=CC1=CCCC1,15,-308.55112,0.1944
CCC1NC1(C)C#C,19,-327.87814,0.2746
N#CCC1CN1,12,-265.39618,0.2878
CC1C=CCC1(C)C,22,-313.09335,0.2642
CC1(O)CCCC1O,20,-386.15744,0.3308
CCOC1=CNC=N1,16,-379.95563,0.2275
C1C2C3C2C2C3N12,14,-287.378,0.3013
CCC1(O)CC1C=O,18,-384.93854,0.226
OC1=NC(=O)OC=N1,10,-450.66818,0.2197
N=C1NC(=O)C=CO1,12,-414.7204,0.2073
CC(C#N)C#CC#N,12,-340.38193,0.2443
N=C1CC(=O)CO1,12,-360.54736,0.2194
CN1CC1(C)C=O,16,-325.7594,0.2166
NCC1(CN1)C#N,14,-320.72818,0.2834
NC1=CC(=CO1)C#N,12,-377.56396,0.1927
CC1COCC1C,19,-310.92957,0.3197
CCCN(CC)C=O,21,-366.299,0.2707
NC1=NNN=C1N,12,-352.8746,0.214
CCC1CC(C1)=NO,19,-365.01846,0.2496
COC(C)C1CC1,19,-310.89865,0.3334
O=CCN(C=O)C=O,13,-435.77063,0.1981
CCC(C)CC(N)=O,21,-366.3137,0.2782
CC1=CC=CN1C=O,15,-362.72604,0.1843
CN1CC(O)C(=O)C1,17,-401.00064,0.1804
CC1=CC=NC(=O)N1,14,-378.79797,0.1802
CC(CO)CC#C,17,-309.68433,0.3128
CCC(OC)C#N,16,-325.78415,0.3045
NC(=O)CC1CCO1,17,-401.01855,0.2699
CCC1C(C)N1C,20,-291.01498,0.2892
O=C1OCC2NC12,12,-360.52118,0.2526
CCC#CC(C)O,17,-309.69662,0.2904
CC(=O)CCCC=O,18,-384.97678,0.2242
CCCC#CCC,19,-273.7734,0.2988
COCC(=O)COC,18,-422.05435,0.2338
CN1CC2OCC12,16,-325.7171,0.2866
CCOCC(=O)OC,18,-422.0984,0.2779
CC(=O)CC1(C)CN1,19,-365.06104,0.2243
CCC(C)(C)CO,21,-312.1264,0.3344
CC12CC(O1)C=CC2,18,-347.79962,0.2416
O=CC1C2CN1C2,14,-324.4915,0.2044
CC(CO)C(O)C#N,17,-401.0018,0.2899
CC1=CCOC(=O)C1,16,-383.7909,0.2642
O=C1C=CN=CC=N1,12,-377.53925,0.1592
CC1OC2(C)CC1C2,20,-349.0002,0.3255
CC(=O)C#CCCO,16,-383.72736,0.2087
O=C1CCC1,11,-231.15578,0.2222
CC(O)C(=O)C#N,12,-360.53116,0.1925
CCC1(C)CC1(C)C,24,-314.27332,0.33
CC1OCCC(=O)O1,16,-420.92383,0.2719
CC(O)C(O)CCO,20,-423.2675,0.3194
CC1=CC2(C)CC1C2,20,-311.85208,0.2365
N=COC1(CC1)C#C,15,-362.60403,0.2713
O=C1C=CC=CN=C1,13,-361.4913,0.1514
O=CCOCC=O,13,-381.58493,0.2219
N#CCC1COC1,14,-324.56656,0.2864
CC#CC1CC(C)O1,18,-347.76852,0.2738
CC#CC(C)C(C)C,22,-313.06235,0.3027
COC1=C(C)C=CN1,17,-363.8895,0.2439
CN(CCCO)C=O,19,-402.21643,0.2729
CCC1=C(C)C=CO1,18,-347.8491,0.234
CCC(O)CC#CC,20,-348.98795,0.2938
CC1CC=CC(=O)O1,16,-383.7946,0.2167
CC(O)CCC(C)=O,20,-386.1704,0.2354
OCC(CO)CC=O,18,-422.07486,0.225
NC1=CON=C1O,11,-376.55667,0.2193
OC1=CNC(=N1)C#C,12,-377.5293,0.1841
N=C1CC2(COC2)O1,15,-399.7734,0.2824
COC1=CN=C(C)O1,15,-399.82794,0.23
CCC1(CO1)C#CC,18,-347.76562,0.2792
CCC1=NC=C(O)N1,16,-379.96426,0.2389
COC1=CNC(N)=N1,15,-396.0083,0.224
CC1OC1C(N)=O,14,-361.7315,0.263
C#CC1CC=CC1,15,-271.36154,0.2652
COC(CC#N)=NC,16,-379.93393,0.2658
CCC1=C(N)OC=C1,17,-363.89478,0.2346
CC1C(C)C1(C)C,21,-274.98685,0.3324
CC1(CN1C=O)C#C,15,-362.62357,0.2512
CC(C)(C)CO,18,-272.84134,0.3363
CCOCC(O)C#C,18,-384.89,0.2881
CCCC(=O)NCC,21,-366.31198,0.2775
CCOC(=O)CO,15,-382.8171,0.2869
CCCC(C)C(C)=O,22,-350.24057,0.2299
CC12CC1OC(=N)O2,15,-399.80463,0.2993
CC1(C=O)C(O)C1O,16,-420.86115,0.224
NC(=O)OCC#C,12,-360.51712,0.2957
N#CC1=NC=CN1,10,-318.40652,0.2111
CC12CC(C)(O1)C2O,18,-384.89337,0.3328
CCC1(O)C(C)C1O,20,-386.12454,0.3107
CC1CC(C)(CO)C1,22,-350.20023,0.3221
OC1CC2OCC12,15,-345.60938,0.3119
CC12CC3(O)C1NC23,17,-363.77155,0.2945
CC(C)(OC=O)C#C,16,-383.72708,0.2766
OCC1=NNC=N1,12,-356.71222,0.2597
CC1CC1CC(N)=O,19,-365.0905,0.2737
COCC(C=O)C#N,15,-399.8025,0.2206
C#CC1=NON=N1,8,-354.1971,0.208
NC(=O)COCC=O,15,-436.96045,0.2107
COC(C)(C)CO,19,-348.0447,0.3178
CCC(C)(C)C(C)C,26,-315.48642,0.367
COC(C)C#N,13,-286.49503,0.3042
CC1CC23CC(O2)C13,18,-347.6775,0.2979
CC(C)(O)C(=O)CO,18,-422.09598,0.2376
NC1=CC=NC(=O)O1,12,-414.72592,0.1826
N=C1C=CON=C1,11,-339.40634,0.1854
CC(=O)C1CC1(C)C,20,-349.02963,0.2292
CCC(CC#N)C#N,16,-342.82092,0.3421
CC1(CCO1)C(N)=O,17,-401.02466,0.2648
CNC(=O)NCCO,18,-418.28967,0.2997
COC(C)C#CC=O,16,-383.70325,0.2052
CC1=C(OC=N1)C=O,13,-398.64883,0.1942
CC1=NC(N)=CO1,13,-340.67474,0.2145
OC1CC(=O)NC1=O,13,-435.8147,0.2354
CC(C)C1(C)CC1,21,-274.9851,0.3443
NC=NC(C=O)C#N,13,-394.7953,0.2093
CC12OC3(C)C1OC23,16,-383.64078,0.3024
CC12CC1NC(=O)O2,15,-399.83878,0.2989
CNC(=NC)C#N,14,-320.76846,0.2037
CCOCC1CN1,18,-326.93954,0.3228
CNC1=CN=NN1,13,-336.80286,0.2295
CC(C)(C)C,17,-197.63222,0.3882
CC12CC1C(C2)=NO,17,-363.79782,0.2451
CC12CC(O1)C2C#C,16,-346.50656,0.2788
CC1(CO1)C(N)=O,14,-361.73306,0.2638
COC1=C(O)N=CO1,13,-435.74673,0.2137
CC12CC(C)(C1)C=C2,20,-311.84943,0.238
CC1OC1CC(C)=O,18,-384.94598,0.2342
NC(=O)NC(=N)C#C,13,-394.7994,0.2101
ON=C1COCC1=NO,15,-490.98877,0.1854
C#CCC(C#N)C#N,12,-340.36545,0.2758
C#CC1=CN=CC=C1,13,-324.3541,0.2017
CCN=C(N)C=O,15,-341.85364,0.1841
CC1=C2CCN2C=C1,17,-326.73413,0.2502
CCC#CCCO,17,-309.69376,0.2994
NC1=NC=CN=C1,12,-319.6107,0.1881
NC(=O)C(=N)NC=O,13,-431.99164,0.2043
C1CN1C1=NC=CN1,15,-358.8502,0.2473
CCC(O)C(=O)CC,20,-386.17197,0.239
CNC1=CN(C)C=C1,18,-344.00528,0.2167
NC1C(O)C1C#N,13,-340.62064,0.2619
CN1C=NC(N)=C1O,15,-396.00964,0.2373
COC1=CNC(=O)O1,13,-435.77554,0.2418
CN(C)C(=O)C(N)=O,16,-417.11942,0.205
COCCC(C)=NO,19,-402.15207,0.255
COCC(CO)OC,20,-423.24716,0.3355
NC1=CNC(C=O)=C1,14,-378.77188,0.1569
OC1CN(CC#N)C1,16,-379.89636,0.2649
NCC(=O)OCC#N,14,-415.88794,0.25
CN1C=CC(O)=C1N,16,-379.94272,0.2274
CC1(O)CC2CC2C1,20,-349.00772,0.3324
CN=C1N=COC=N1,13,-394.79782,0.2045
N=C1NN=CN=C1,11,-335.61337,0.1563
CCOC(C)CCO,22,-387.3372,0.3272
COC1=C(O)C=CO1,14,-419.68137,0.2198
C#CC#CC#C,8,-229.61545,0.19
CN=C(C)OCC=O,17,-401.00986,0.2255
C#CCC12CN(C1)C2,17,-326.61118,0.2766
CC(CCC#C)C#N,17,-326.7152,0.2983
CC1(C)NC=CC1=O,17,-363.90878,0.1902
N=C1OCOC1=N,11,-376.58698,0.2383
N=COC(C#C)C#N,12,-377.47113,0.2615
CC12CC(C1)C2,16,-234.45543,0.3917
CC12CC(C1)CC2O,20,-349.00186,0.337
CC(=O)C1=CN=CO1,13,-398.6525,0.1978
COC1(C)CC1C#C,18,-347.7478,0.2896
CC1=COC(O)=C1N,15,-399.82175,0.2197
COC(C)CC(C)O,22,-387.34213,0.3179
COCCC(=O)OC,18,-422.0998,0.2703
O=C(CC#C)C#N,10,-322.1553,0.1953
CC1(C)CC1(O)CO,20,-386.12747,0.289
OC12CC(C1)C=C2,15,-308.48032,0.2394
CC1(C)CCC(=N)O1,19,-365.1051,0.2848
CC1(CC=O)CCC1,20,-349.00885,0.2245
CC1=CN=CC(N)=C1,16,-342.85095,0.1968
CN(CC#N)CC#N,15,-358.84503,0.2529
NC1=NC(=O)NC=C1,13,-394.86273,0.1974
COC(=O)C(N)C#C,15,-399.78192,0.247
CC1=NNC=C1,12,-265.441,0.2689
C1OC2C=CCC12,15,-308.50745,0.2514
CC(=O)CCO,14,-307.58603,0.2348
CC(=O)C(=O)C#C,11,-343.24255,0.1512
O=CC1CC2NC12,14,-324.5323,0.2082
CC12CC1NC(=O)C2,17,-363.9022,0.2647
ON=C(C#C)C1CN1,14,-378.61166,0.1985
CN1N=CC(C)=N1,14,-320.77377,0.2501
ON=C1CCC(O)C1,17,-400.9727,0.2498
C1CC11CC2OC12,15,-308.45712,0.3361
COC(=O)C(C)O,15,-382.8257,0.2695
CC(C)(C[NH3+])C([O-])=O,19,-402.1684,0.142
CC(=O)C1(C)CCO1,18,-384.94852,0.2168
CC(C)C(N)C#N,17,-305.91553,0.296
CC1=C(N)C=NN1,14,-320.77646,0.2276
NC1=CC=C(N)O1,13,-340.6562,0.2189
CC1(C)CC2(O)CC12,20,-348.9801,0.3282
CC1=C(N)NN=N1,13,-336.81732,0.2297
CC#CCN(C)C=O,17,-363.86182,0.2712
CC1=CC=CO1,12,-269.26758,0.2363
NC1=NC=CC=N1,12,-319.62442,0.1989
CC(C)C1(C)CO1,19,-310.91013,0.3432
CC1(O)CC2C(O)C12,18,-384.90378,0.3078
N=C1ON=CC=C1,11,-339.41476,0.1649
CC(O)C1CC1C,19,-310.90994,0.3327
NC1=COC(=O)C=N1,12,-414.69617,0.1359
CC(CO)=NO,13,-323.5857,0.2567
CC1CCCC1=NO,19,-365.04947,0.2515
O=C1COCOC1,13,-381.59473,0.2074
CC(C)C1OC1C,19,-310.91278,0.3428
CC(C=O)C(C)C#N,17,-363.8913,0.2237
CC#CC1=CNC=C1,15,-325.5464,0.2192
OCCC(C=O)C=O,16,-420.87985,0.1983
OC1COC(=N)C1,14,-361.72913,0.286
CC1(OCCO1)C#N,15,-399.81284,0.312
C#CCC1(CC1)C#C,16,-309.38644,0.2881
OCC(CO)NC=O,17,-438.15402,0.2782
CC(O)C1CC1(C)C,22,-350.2026,0.3299
CC1NC1(C=O)C#C,15,-362.6111,0.2172
CC1=CC(N)=NN1,14,-320.78574,0.232
CCOC(C)(C)C#N,19,-365.07532,0.301
CC1(O)CCC1C#C,18,-347.76593,0.2993
CCNC1=NC=CO1,16,-379.9554,0.2317
CC1=CNC(=O)C=C1,15,-362.7423,0.1746
CCOC=NCC,18,-326.97668,0.2747
CC1=CCCC1(C)O,20,-349.0299,0.2622
O=C1NCC2NC12,13,-340.64624,0.255
OC1C2NC1C2O,14,-361.63098,0.3135
CC12C3CC1CC23,17,-272.53818,0.3379
CNC(CC#N)C#C,16,-342.74896,0.2661
CC1=CCCC(=O)N1,17,-363.92722,0.2146
COCCOC(C)C,22,-387.32773,0.3311
N=C1OC(=O)NC=N1,11,-430.78244,0.2134
CNC1=NC=CO1,13,-340.66394,0.2318
NC(=O)C1=NC=CO1,12,-414.7226,0.2153
CC(O)(CO)CC=O,18,-422.08267,0.2254
CCCC(C)C#N,18,-289.87167,0.3516
CCC(C)C#CC#N,17,-326.72852,0.2462
CC1=C(N)C=CO1,14,-324.6044,0.2175
CC1CC11CC(=O)N1,17,-363.8722,0.2742
CC12CN3CC1(O)C23,17,-363.78214,0.2838
CC12CN3C1C(O)C23,17,-363.7611,0.2908
CC(C)(O)C(=O)C#C,16,-383.71973,0.2018
CNC1=CN=CN=C1,15,-358.88803,0.1862
CC1=CCNC1=O,14,-324.63513,0.2235
CC#CC1=CN=CO1,13,-361.4747,0.1995
CNC(C)C#N,14,-266.61545,0.2711
ON=C1C2C3C1CN23,14,-378.59735,0.244
O=C1CCOCC1,15,-345.68008,0.2243
NC(=O)C(=O)CC#N,12,-414.71857,0.1785
OCCC1(CC1)C#C,18,-347.7524,0.2947
CC#CCC(C)C#C,18,-310.61975,0.291
OCC#CC(O)C#N,13,-398.55493,0.2686
CC1=CC(O)CC1=O,16,-383.7811,0.1917
CCCC(O)C#N,16,-325.7925,0.3136
NC1=C(O)NC(O)=C1,14,-415.8724,0.2208
CN(C)C(=O)N(C)C,20,-382.34418,0.2767
OCC(=O)NCC#N,14,-415.88293,0.2712
CC(CO)C(C)=O,17,-346.87424,0.2304
CC1CC(C)=CC1O,20,-349.02817,0.2572
CC1(CCC=C1)C=O,18,-347.83173,0.2102
O=CCC1CN1,13,-286.46686,0.2221
N=COC1=CN=CO1,12,-414.67236,0.2329
CC(C)(CO)CCO,22,-387.33493,0.3294
CC1(NC1C#N)C=O,14,-378.72064,0.2222
CCN1C=NN=C1,14,-320.7743,0.2664
CC12OC1C1NC21,14,-324.47385,0.2803
COC1(CC1)C(C)=O,18,-384.93814,0.223
CC(=NO)C1CC1O,17,-400.94473,0.2292
CC1CNCC(=N)O1,18,-381.13232,0.25
COC(C#N)C(C)N,18,-381.11615,0.2804
CC1CC(O)C1O,17,-346.84177,0.3031
COC(C)C(C)C#C,20,-348.9686,0.307
C[NH2+]CC(C)C([O-])=O,19,-402.16327,0.1479
CCC1(CC1C)C#C,20,-311.83374,0.2934
CC(CCC=O)C#C,18,-347.78464,0.227
CCOCC(C)OC,22,-387.32886,0.3381
CC1OC1(C)CC=O,18,-384.94028,0.2231
N=C1OC23CN(C2)C13,14,-378.54755,0.2273
CN1C2C(=O)CC12C,17,-363.83752,0.2098
CC12CC1(N)C(=O)O2,15,-399.79904,0.2465
CCC1N(C)C1(C)C,23,-330.30933,0.2893
CCC1(C)CCCC1,24,-314.29843,0.3669
CC1CCC(C)(C)C1,24,-314.30344,0.3749
CC#CC12CC(C1)O2,16,-346.5108,0.2566
COC(C#C)C(C)O,18,-384.88907,0.301
C#CC1(CN1)C#N,11,-302.23886,0.2584
CC1OC(=O)C(=O)O1,12,-455.68552,0.2104
CC12CCC1(C)O2,17,-309.70035,0.3324
C#CC1(COC1)C#N,13,-361.40613,0.2741
O=CC1=NOC=N1,9,-375.36877,0.1913
CC(C)C#CCO,17,-309.6886,0.277
COC(CN)C#N,15,-341.82614,0.2684
CC1N=C(C)NC1=O,16,-379.99048,0.2327
CCCN=C(N)C#N,17,-360.05896,0.2179
CC1(COC=N1)C=O,15,-399.82367,0.2151
C1OCC2=C1NC=N2,14,-378.74084,0.2393
CN1C=C(C)N=C1C,18,-344.04105,0.2414
CC(=O)C1(C)COC1,18,-384.93884,0.2286
CCC#CC(C)(C)C,22,-313.06354,0.3022
CC1CC(C1)=NO,16,-325.72998,0.2496
CCOC1=NC=CO1,15,-399.8312,0.2458
CCC(=O)OCCO,18,-422.1138,0.2844
CC(OCC=O)C#C,16,-383.697,0.2281
CCC#CC(=O)CO,16,-383.72144,0.2097
CC(C)C(C)C(C)=O,22,-350.2409,0.2298
