SMILES,num_atoms,U0,gap
CC1C2CC3C2OC13,18,-347.76096,0.3147
ON=C1C2CCC1OC2,18,-439.0447,0.2462
NC1=COC(N)=C1C#C,15,-416.8021,0.1962
CC1(C)NC1(C)C#C,19,-327.88232,0.2707
C1=CC=CC=C1,12,-232.16458,0.2503
NC1=COC(=O)N=C1,12,-414.69846,0.1519
CCC1CC1(O)CO,20,-386.12418,0.3027
NC1=NC(=O)C=NC=N1,13,-448.96442,0.1538
CC12CC3C4C1N4C23,17,-326.6456,0.3019
O=C1C2CC3CC1C23,16,-346.58072,0.2199
CC1C2OC2(C)C1=NO,18,-439.01083,0.249
N#CC1C2OC1C=C2,13,-361.4183,0.2283
FC1=CON=NC1=N,10,-454.6773,0.1647
NC1=NC(C=O)=C(O)N1,14,-470.05096,0.1827
OCC(=O)C#N,9,-321.23004,0.2122
CC(=O)CC1=CN=CN1,17,-418.07233,0.1837
O=C1C=CN2C=CC=C12,14,-399.60867,0.1456
N#CCNC1=CC=CO1,15,-416.8322,0.2132
OCC1C2CC1C2=NO,18,-438.96747,0.2707
C1C=CC2=CC=NN12,14,-341.61383,0.1901
CC12CCC1(C)C2O,20,-348.98242,0.3024
O=CC(=O)C#CC#N,9,-396.18002,0.1394
C1C2CCC3OC3C12,18,-347.7889,0.3371
NC(=O)C1=CC(N)=CN1,16,-434.1322,0.1764
CC1CN2CC12CO,19,-365.0165,0.3108
ON=C1C=CCNC=C1,17,-417.97528,0.1608
CNC1=C(O)NC=N1,15,-396.00287,0.2386
CC12CC1N1CC21,16,-288.5529,0.2909
OC1(CCC=C1)C#C,16,-346.57562,0.2553
OC1=CN=CN=C1,11,-339.4829,0.2084
CC1CCC1C=O,17,-309.72034,0.223
NC1=C2C(O)CN2C=C1,17,-417.99142,0.2156
CCOC1CCC1C,22,-350.19653,0.3258
CC(C)CC#CC#C,18,-310.62924,0.2305
CCC1=C(O)NC(O)=N1,17,-455.18985,0.2322
ON=C1CC2CN2C1=N,16,-434.00485,0.187
CC1=CC(=N)OC(=O)N1,15,-454.02594,0.1997
N1C=CC2=NC=NC2=C1,14,-395.80667,0.1816
CC1C2CCOC12,17,-309.70688,0.318
OC(C#C)C#CC#C,12,-344.09647,0.2199
C1C2CC3=C(NC=N3)C12,17,-380.89877,0.2333
COC1CCC=C1,17,-309.7192,0.2639
CC1=CC2OC1C2O,16,-383.69632,0.2417
O1C=CC=C2C=CC=C12,15,-383.5383,0.131
NC1=C(C=NN1)C#N,12,-373.74054,0.23
C1C2C3CC(C3)N12,16,-288.58032,0.3322
COC1CCC11CN1,19,-365.01236,0.315
ON=C1CCOCC1=O,16,-474.9874,0.1663
N=C1OCOC1C=O,13,-435.74634,0.2168
CN=C1OC=NN1C,15,-395.98145,0.2085
COC1CC1(N)C#N,16,-379.89682,0.2695
C#CC1=COC=C1C#C,13,-382.25412,0.2141
COCC(C)(N)C#N,18,-381.11914,0.3016
N=CNC1=NC=NN1,13,-390.99643,0.218
N=C1NC(=N)NC(=O)N1,14,-466.2739,0.2495
OCC1OCC1O,15,-382.75497,0.2972
N=C1OC=CC(=N)C=N1,14,-432.86667,0.1637
CC1C(OC1=O)C#N,13,-398.6351,0.278
CC1C2NC2C1(C)O,19,-365.01965,0.3042
O=C1N=CC=CC=N1,12,-377.55148,0.1591
OC1C2COC12C#N,13,-398.55334,0.2471
CNC1=C(N)C=CO1,16,-379.93268,0.2159
CC(O)(C=O)C1CN1,17,-400.97272,0.2063
OCCC1NC1C#N,16,-379.89822,0.2783
CC1OC(C)C(=O)O1,16,-420.93207,0.2732
CC(C)(O)C=O,14,-307.58203,0.2265
CC(C)CN1C=CN=C1,21,-383.31644,0.2514
O=C1C=CCC2CN12,15,-362.67126,0.2013
CC12CC(=NO)C1(C)N2,19,-419.13113,0.2359
OC12COC1C=CC2,16,-383.7241,0.2508
CC#CC1OCC1=O,14,-382.5043,0.2086
CC(CC(=O)C#C)=NO,16,-437.82526,0.1837
O=CNC1C2CC1C2,17,-363.83466,0.2764
CC12CC(O1)C2(C)O,18,-384.88242,0.3013
OCC1NC1CO,16,-362.87042,0.319
C1CC2OCOC2C1,18,-384.95792,0.3254
O=CCC1CCCO1,18,-384.95804,0.2256
O=C1CC=C2CCN12,15,-362.67792,0.207
CC12CC1C1(C)CC21,20,-311.80988,0.2929
OC1=C(NC=N1)C#C,12,-377.53204,0.1957
OC1=C(O)C=C(N1)C#C,14,-436.68155,0.1837
CC(=O)C(O)CO,15,-382.80594,0.2253
OCC(=O)C1=CN=CO1,14,-473.8546,0.1976
CC1C2NC2C11CO1,17,-363.7898,0.3043
CCC1N=COC1C,19,-365.0889,0.2681
O=CC1=CC=CN1,12,-323.42868,0.1863
C(N1CC1)C1=CN=CN1,18,-398.13284,0.2492
NC1=NC=NC=C1C#C,14,-395.7672,0.1878
CC12CN(C1)C2,15,-250.47885,0.3091
N=C(OC=O)C1CO1,13,-435.73416,0.2439
OCCC1=NC=NN1,15,-396.00232,0.2658
CC1OC1(C=O)C#C,14,-382.4905,0.212
COCC1=NC=CN1,16,-379.94815,0.2519
O=CC1COC(=O)N1,13,-435.78915,0.2161
CN1C=CC(=O)N=C1C,17,-418.07056,0.2047
O=C1CCC2=C1N=CO2,14,-436.74084,0.2087
C#CC(CC#N)C#N,12,-340.36728,0.2932
CNC1(CC1N)C#N,17,-360.02274,0.2566
CC1CNC2=C1N=CO2,17,-418.0257,0.2082
NC1=CNC2=C1CCN2,18,-398.14606,0.221
C1OC=NC2=C1OC=N2,13,-452.77405,0.1945
CC1CC2CC12CO,20,-348.9758,0.321
CC1C2CC(O)CC12,20,-349.00366,0.3235
OC1CCCCC1,19,-310.94513,0.3384
N#CC1=NC=CN=N1,10,-372.5101,0.1652
NC1=CNN=NC1=N,13,-390.93927,0.1609
CC(=O)C1=COC(C)=C1,17,-421.8904,0.1941
ON=C1C2CC3OC2C13,16,-437.78876,0.2492
NC1=CC(=N)OC(=O)N1,14,-470.07745,0.2029
NC1=COC=C(N)C1=O,15,-453.9891,0.1678
OC12CC1COC2,15,-345.63718,0.3239
CCOC(=O)CO,15,-382.8171,0.2869
CC12OC1CCC=C2,18,-347.80652,0.2477
ON=C1CC(C=C1)=NO,15,-453.88135,0.1575
NC1=C(CO)C=NN1,15,-395.9913,0.2362
CCC1C2NC2C1=NO,19,-419.11572,0.2383
OC1=CC=C2C=CCN12,16,-400.7918,0.1663
C#CCN1N=CC=N1,13,-357.6052,0.2567
CC1=C(OC=C1)C#N,13,-361.5128,0.2056
CC1=C(O)NC(O)=C1C,18,-439.1228,0.2223
C1C2CC3COC3C12,18,-347.78198,0.3149
ON=C1C2C3C1CCN23,17,-417.92578,0.2418
CC12CC3CC3C1O2,18,-347.79102,0.3341
C#CC12CC(C1)CO2,16,-346.54526,0.273
CC(=O)C1=CC(N)=CN1,17,-418.06546,0.162
CC1=C(O)NC=C1,14,-324.61316,0.2353
OC12CCC1(O)CC2,18,-384.9102,0.3109
CC(C)(O)C#CCO,18,-384.90482,0.2893
CC1=C(C=O)C(C)=CN1,18,-402.01846,0.1921
OC1=CNC2=C1COC2,16,-437.89847,0.233
N=C(OC=O)C=O,10,-396.47552,0.1802
OC1CN(C1)C=O,14,-361.7128,0.2654
CN=C1CN=CN1C,17,-360.0653,0.2146
CC1C2CC2C1=O,15,-308.5121,0.227
C1CC2N=COCC12,17,-363.86493,0.2675
ON=C1C2CC3C2CC13,18,-401.87064,0.2569
CN1C=NC(=C1)C1CC1,19,-382.09653,0.2354
CC1(CN1)C1(O)CC1,19,-365.02103,0.307
CC12CC(C1)C(O)C2,20,-349.00146,0.3391
CNC1=NON=C1,12,-356.64587,0.2037
CC(OC=N)C(C)=NO,19,-456.30707,0.2517
CC1=CC(C)(O)CC1,20,-349.03104,0.256
CCNC(=O)CC,18,-327.02347,0.278
CC12OC(C=C1)C2=NO,16,-437.78775,0.2228
O=CC1=CC(=CO1)C#N,12,-435.5377,0.1907
CC1OC1CNC=O,17,-401.00644,0.2823
O=CC12CC(C1)O2,13,-344.38504,0.2091
CCC1(CN1)C(N)=O,18,-381.1399,0.2646
O=C1NC=CN=C1,11,-339.48987,0.1713
CC1=COC=C1C(N)=O,16,-437.95456,0.2132
N#CCOCC1CN1,16,-379.88272,0.2633
C1OC2COCC=C12,16,-383.70462,0.2496
OC1=NC=CC=C1,12,-323.44882,0.2133
CCC(O)COC,19,-348.0453,0.3297
OCC1OC2CC12,15,-345.59915,0.3119
O=C1CCC1C1CN1,17,-363.83893,0.2112
CC1CC2=NC=C(O)N12,17,-418.01007,0.2371
CC1OCC1(O)C#N,15,-399.78708,0.2726
C1C2C=CC3=C2N1C=C3,16,-363.56592,0.1798
NC1=C(O)N=CN=C1O,14,-470.083,0.2048
CC1(CO1)C#C,12,-269.17612,0.2879
CC12CC1C(=O)NC2,17,-363.90393,0.2666
O=CC1CC1CC#C,16,-346.56607,0.2272
NC1=C(N)C=C(N1)C#N,15,-413.0348,0.1859
CC1(C)C2NC2C1=NO,19,-419.1194,0.238
C1C2C1N1C3CC1C23,17,-326.63626,0.3216
CC1CC23CC(O2)C13,18,-347.6775,0.2979
CN1N=CNC1=O,12,-356.7376,0.2344
OC(C=O)C(O)C#C,14,-419.63776,0.2222
NC1=CNC(=O)N1,12,-356.74576,0.2338
OC1CC2OC3C2C13,16,-383.70114,0.3122
O=C1CCOC1,12,-306.3866,0.2186
NC1=CC=NC=NC1=O,14,-432.91165,0.1655
OCC1C(O)CC1=NO,18,-476.1556,0.2407
O=CC1C2C3CC2N13,15,-362.56183,0.2101
CC1C(O)C1O,14,-307.54077,0.2838
CC1=CC=C(O)C(O)=N1,16,-437.96793,0.1987
CN1C2CC2C1=O,14,-324.56653,0.2486
CN1C=CNC(=O)C1=O,15,-454.01837,0.1769
CC(CO)NC=O,16,-362.9389,0.2821
CCC12COC1CO2,18,-384.90045,0.2994
CC1=C(O)NC(=N1)C#C,15,-416.81854,0.1881
C1CC2=CNN=C2N1,15,-358.85776,0.2209
N#CC12CC(CC1)O2,15,-362.65482,0.2718
NC1=C(OC=C1)C=O,13,-398.63617,0.1765
CC(=O)NC1COC1,17,-401.00946,0.2745
CC(N)(C#C)C#N,13,-303.4653,0.2797
ON=C1CCCC1=O,15,-399.78522,0.1655
CCC1=C(C)OC(N)=N1,19,-419.26486,0.23
COC1=NC=NN=N1,12,-410.81598,0.1657
CC(CNC=O)C#N,16,-379.96564,0.2804
CN1CCC2=C1OC=C2,18,-401.96353,0.2075
CC1=CC2CC2(O)C1,18,-347.80597,0.2388
NC(=O)OC1=COC=N1,13,-489.94403,0.2434
NC=NC1=CC(N)=CO1,16,-434.09723,0.1664
CC(C)C1=C(N)N=CO1,19,-419.24875,0.2094
C1CC1C1C2CCC12,20,-311.82217,0.3369
N=C1OC2CCC12,14,-324.55972,0.2844
O=CC1=CC(=O)NC=N1,13,-452.82257,0.1642
CC1OC2CC2O1,15,-345.6355,0.3401
CCOC1=COC=C1,16,-383.75754,0.2337
CC12C3C4C3C1CC24,18,-310.60193,0.3302
ON=C1CCCC11CC1,20,-403.11804,0.2372
N#CC1=CN2CCC2=C1,15,-379.6955,0.223
C#CC1NC11CCC1,17,-326.65366,0.2755
C1C2CC1C=CCO2,18,-347.7843,0.2485
O=C1OC2CC12C#C,12,-381.29797,0.2516
OCC1CC2CC2O1,18,-384.92297,0.3195
CC12CN=C(N)C1O2,16,-379.92334,0.2466
CC(C)C1CCC1=NO,22,-404.3082,0.2492
C1CC2=C(C1)CCC2,20,-311.90573,0.2538
CN(C)C1=NNC=N1,16,-376.1212,0.2152
CC(CO)(C#C)C#N,15,-362.63528,0.2873
OC1=NC=C(OC=N)O1,13,-489.9015,0.2324
COC(=O)C1=NC=CO1,14,-473.87674,0.2071
NC1(COC1=O)C#C,13,-398.57162,0.2379
CN1CC1(C)C(C)=O,19,-365.05807,0.2171
NC1=NC(NC=O)=CN1,15,-450.194,0.2036
CN=C1NC(C)=CO1,16,-379.94672,0.2195
NC(=O)N1CCN=C1,15,-396.0332,0.2308
COC(=O)C(C)(C)C,20,-386.1883,0.2807
CC1OC11CC2NC12,17,-363.79468,0.3048
CC(=NO)C1CC1C#N,17,-417.9691,0.2504
CN=C(OC=O)C=O,13,-435.75574,0.1626
OC1COC1=O,10,-342.31555,0.2616
CCCCC(C)(C)C,26,-315.49442,0.3724
C1C2NC2C2=CNC=C12,17,-380.8816,0.2419
CC12CN1CC2CO,19,-365.0133,0.299
CC1NC(C#C)C1=O,15,-362.61874,0.2118
C1NC1C1=NNN=C1,14,-374.87595,0.2459
N#CC12CC=CC1N2,14,-341.58,0.2381
COC(C)C1=NC=CO1,18,-439.1075,0.2408
CC(CO)C1=CC=CN1,20,-403.18365,0.2429
CC1=CC(=N)NC(=O)N1,16,-434.15573,0.2021
CCC1(C)COC1,19,-310.90494,0.3135
CN1C(=N)OC=NC1=O,14,-470.06586,0.2093
CN=C(N)C=O,12,-302.5644,0.187
CC1=NNN=CC1=NO,15,-450.07034,0.1638
OC1=CC=NC(=N)C=C1,15,-416.831,0.1547
C#CC1CC1C1CC1,18,-310.60797,0.2879
CC(C)C(=O)C=O,15,-345.681,0.1544
NC1=NCCC1=O,13,-340.67868,0.1859
CCC1(C)OC1CO,20,-386.12604,0.3384
CCOC(=O)N(C)C,19,-402.24506,0.2995
O=C(C#N)C#N,6,-298.95294,0.1977
CC1C(O)C2OCC12,18,-384.90332,0.3015
CC1OC11C2CC1O2,16,-383.64053,0.3187
CC12CC3CC1C23O,18,-347.75266,0.3025
CC1(CC1O)C1CO1,18,-384.89896,0.3332
C1CC1C1=COC=C1,16,-346.61597,0.241
C1OC1C1=CON=C1,13,-398.56192,0.2395
CC1CC(=O)C1(C)C,20,-349.02774,0.2186
CC1=CC(O)=NC(=N)O1,15,-454.0037,0.1809
O=C1NC2CCOC12,15,-399.82175,0.2561
CC(O)(C#C)C(N)=O,15,-399.79684,0.254
OC1CC2C=CCC12,18,-347.80246,0.2581
CCCCC1(O)CC1,22,-350.19882,0.3269
N1C=NC2=NNN=C12,11,-389.76413,0.2168
COC1(C)CC1C#C,18,-347.7478,0.2896
NC(C#C)C1=COC=N1,15,-416.78732,0.24
OC1=NC=CC(O)=C1O,14,-473.89725,0.2184
CNC(=N)C1=NC=CO1,16,-434.10593,0.1877
O=C1OCC1CC#C,14,-382.52756,0.2704
COC=NCC1CC1,19,-365.03668,0.2703
CCOC(=N)C(C)O,19,-402.2133,0.2929
NC1=COC(=O)C(N)=C1,15,-454.0002,0.1552
COC(=O)C1CO1,13,-381.59146,0.2633
CC#CCC1CCC1,20,-311.841,0.3009
CC1=CN(C=O)C=C1N,17,-418.06757,0.1759
O=C1CCCOC1,15,-345.67624,0.2111
C1NC1C1=CC=CN1,16,-342.7894,0.2338
CN1CCC2=C1OC=N2,17,-418.02026,0.2026
CC1C2CC1(O2)C=O,16,-383.67603,0.2089
CC(C)NC(=O)CO,19,-402.2394,0.2773
CN1C(=O)NC=C1O,14,-415.91064,0.2311
OC12COC(C1)OC2,16,-420.87427,0.3022
N=C1NC=C(N=C1)C#C,14,-395.72842,0.1461
NC1C2CN2C1C#N,15,-358.79794,0.2515
C#CCC(C#C)C#C,14,-308.15744,0.2836
CC1C2CCC(C)C12,22,-313.07788,0.3342
O=C1CCCOC1=O,14,-419.7245,0.1786
N1C=NC2=NON=C12,10,-409.59497,0.2062
O=C1COC2CCC12,16,-383.74744,0.2111
CC1COC1=O,12,-306.39774,0.2825
NC1=CC=CN1,12,-265.44162,0.2406
CCC(=O)C(O)C=O,16,-420.89975,0.2051
OCC1(O)CNC1=O,15,-436.94708,0.2604
C#CC1(CN1)C#C,12,-286.13406,0.2549
CC12C3OC(C13)C2=O,14,-382.48688,0.2243
OCCC12CC1OC2,18,-384.8849,0.3051
CC12C3CC1OC2C3,18,-347.76224,0.3121
ON=C1C2CC(C2)C1=O,16,-437.83975,0.178
CC1OC1C1=CC=CN1,18,-401.9676,0.2321
O=CCCC1CO1,15,-345.63892,0.2291
CCC1=CC=CN1C,19,-327.9692,0.2386
O=C1CC2OCCC12,16,-383.75317,0.2113
CC12CC(C1)(C2)C#C,18,-310.59735,0.3032
CCCCCOCC,24,-351.4131,0.3377
COC(CO)C(C)O,20,-423.25677,0.3034
OC1CC(=N)NC1=O,14,-415.9123,0.2464
CCN1CC1C(N)=O,18,-381.12762,0.239
CC#CC1(CO1)C#N,13,-361.41855,0.2522
CCC#CC1=CN=CO1,16,-400.7624,0.1992
CC(C)C1CC(C)O1,22,-350.20532,0.3231
OC1=CNC2=C1CC=C2,16,-400.7832,0.1711
CCC#CCC=O,15,-308.5064,0.219
CCCC(CC)C=O,22,-350.22983,0.2265
CCC(O)CCC#C,20,-348.9788,0.3135
CNC1=NCCC1=O,16,-379.9629,0.1758
CC1=CC(N)=COC1=O,16,-437.94662,0.1578
O=C1OCC11CO1,11,-380.37973,0.2595
O=COCC(=O)C=O,12,-455.63037,0.1533
O=C1CCOC2CC12,16,-383.74725,0.2229
CC1CC1(O)CO,17,-346.83514,0.3137
N#CC12CC3C1OC23,13,-361.3764,0.2687
CN(CC=O)C(C)=O,17,-401.03546,0.2129
CC1=CC(=N)NN=C1,15,-358.8633,0.1611
C#CC1CC2NC12,14,-287.3535,0.2822
C#CC12CC1N=CO2,13,-361.4185,0.2494
C1C2COC3=CN=C1N23,15,-416.73654,0.1689
CC1=NC(O)=CC(=O)O1,14,-473.91068,0.1944
CC1=CN=C(C=O)C=C1,16,-400.8231,0.18
CCCC#CCC#C,18,-310.6131,0.2873
CC#CC(C)(C)CO,20,-348.98535,0.3002
COC1(CO)CCC1,20,-386.11673,0.3285
CC1(NC2CC12)C#N,16,-342.74994,0.2563
CC1COCO1,14,-307.56924,0.3406
CC1=CC=NC=C1C=O,16,-400.8243,0.1771
CC1C2C3C=CC1N23,17,-326.68588,0.2136
CC1=C(C)N=C(O1)C#C,16,-400.7665,0.1908
CC#CCOC=O,13,-344.44675,0.2694
CN1CC1(CO)CO,19,-402.15723,0.3018
C#CC#CC1CN1,12,-286.15475,0.2103
OC1=NC2=C(N1)OCC2,15,-453.9676,0.2379
COC1CC1(C)C#C,18,-347.7482,0.281
NC(=O)NCC1CO1,16,-417.07217,0.3038
OC1=CN=C(C=N1)C#N,12,-431.73532,0.1922
OC1CCC(=N)OC1,17,-401.01498,0.2754
CC12NC1CC1NC21,18,-343.9387,0.2909
CC(O)C1COC1=O,16,-420.90326,0.2796
CC1(NCC1O)C=O,17,-400.978,0.1994
C1C2CN1C1=C2C=CN1,17,-380.82193,0.2275
N=COC1CC1C=O,15,-399.7839,0.224
CC1N2CC1(O)C2C,19,-364.98965,0.3106
CC1(CCO1)C1CC1,20,-348.9806,0.3265
ON=C1C(O)C=CC1O,16,-474.9698,0.235
COCC1=CN=CN1,16,-379.94128,0.2482
OCCOC1COC1,18,-422.03317,0.3178
C#CCC1CO1,12,-269.17065,0.3095
CC(=O)CC(=O)C#C,14,-382.53683,0.18
CC12COC(=N)C1N2,16,-379.9204,0.2693
C1CC23CCC(O2)C13,18,-347.7527,0.3294
CN(C)C1=C(N)NC=N1,19,-415.40665,0.233
N1C=CC2=NC=CC2=C1,15,-379.74298,0.1606
CCC1=C(C)N=NO1,16,-379.9203,0.2257
N=C1OCCO1,11,-322.44415,0.3105
CC1CCC(CO)=C1,20,-349.01956,0.2587
O=C1NC(=O)C2CC12,13,-398.66837,0.2307
C1OC1C1=CNN=N1,13,-394.75113,0.2452
OC(C1CN1)C1CN1,18,-381.05408,0.2994
N1C=CN2C=CN=C12,13,-357.68774,0.2211
COC(C)C1(O)CC1,20,-386.1146,0.3223
CCC#CC(C)CC,22,-313.06128,0.2985
CN1N=CC(CO)=N1,15,-395.9791,0.2468
CC1CC11CC(=N)O1,17,-363.85107,0.2755
OC1C2NC2C1C=O,15,-399.75125,0.205
FC(F)(F)C1COC1,13,-530.08575,0.329
CCC(C)C(=O)C#C,18,-347.79257,0.2043
CC12CC3C1N3C2=O,15,-362.62628,0.2486
CN1C=CNC(=N)C1=O,16,-434.11237,0.1743
CC1(C)OC2COC12,18,-384.90674,0.3094
N#CC1CC2CCC12,17,-326.71774,0.3167
CCC1=C2CCN2C=C1,20,-366.02203,0.2485
CC12CC(C1)(C2)C=O,18,-347.77246,0.219
CCC(=O)C1=CNC=C1,18,-402.01562,0.2036
CCOC1COC1=N,17,-400.98602,0.2699
CC1=NC(C)=C(O1)C#N,15,-416.87607,0.2064
CC1=NC=C(C)C(N)=N1,18,-398.2146,0.2158
OCC1=C(O)N=C(O)N1,15,-491.1198,0.2296
CC1=C(C)C(=O)OC=C1,17,-421.90167,0.1744
COC1CC(C)C1O,20,-386.12137,0.3188
OC12CCC(CC1)C2,20,-349.03104,0.3251
OC12COC1CC=C2,16,-383.72864,0.2508
CC1=CNC2=C1CCN2,19,-382.10254,0.2264
CN1CC11CC2NC12,18,-343.8986,0.3019
CC1=C(NN=C1)C#C,14,-341.58322,0.2105
C1CN1C1C2COC12,17,-363.7679,0.284
C#CC1=COC(=C1)C#N,12,-398.35736,0.1946
CC(O)C1CCC1=NO,20,-440.23587,0.2496
CC1=CCC(O)C1O,18,-384.95563,0.2614
C[NH+]=C(N)C(C=O)=N[O-],16,-471.16095,0.1281
N=C1CC2(CC2)CO1,17,-363.87164,0.2858
CCCNC(C)C#N,20,-345.19534,0.2713
OC1CN2C1=COC2=O,14,-473.82465,0.2252
OC1=CNC(CC#N)=C1,15,-416.85184,0.2203
CC1NC(C#N)C1O,16,-379.90817,0.2715
CCC12OC3C1CC23,18,-347.7192,0.3148
CC1=NC=CC(=O)N1,14,-378.80447,0.1957
CC1C(C)C1C,18,-235.69421,0.3412
CC1COC(=N1)C#N,14,-378.74634,0.2188
O=C1N2C3C2C2C3N12,12,-377.46002,0.2305
COCC(=O)COC,18,-422.05435,0.2338
CCC1=CN=C(O)O1,15,-399.8456,0.2417
CN(CC1CN1)C=O,18,-381.11252,0.2733
CC#CC(N)CC#N,16,-342.7698,0.277
ON=C1CC2OCCC12,18,-439.03787,0.2447
NC1=CNC=N1,11,-281.50458,0.2241
N=C1NC(=O)N=CN=C1,13,-448.95566,0.1668
NC1=NC(=O)NC=C1O,14,-470.0774,0.1812
CN(C=N)C(=N)C#N,14,-374.91492,0.187
CC1=CN(CC=O)C=N1,17,-418.0538,0.1788
CC(O)C1=CNC=C1N,19,-419.23373,0.2349
NC1=CC(=O)NC1=O,12,-414.74838,0.1687
CCC#CCCOC,20,-348.97482,0.2995
C(C1CO1)N1C=CN=C1,17,-418.01172,0.2508
CC(=O)CC1(O)CC1,18,-384.951,0.2179
CCC1CC(CO1)=NO,20,-440.2563,0.2504
